Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,MACDsig,MACDhist,SMA,CCI,Aroon Up,Aroon Down,Sadj
2017-08-28,9907.150391,9925.75,9882.0,9912.799805,9912.799805,159600.0,55.40699716022753,28.647258467347246,28.31757718955775,0.5158666666547891,12759.90521200819,24.36350659099877,0.0,0.0,
2017-08-29,9886.400391,9887.349609,9783.75,9796.049805,9796.049805,173300.0,55.40699716022753,28.647258467347246,28.31757718955775,0.5158666666547891,12759.90521200819,24.36350659099877,0.0,0.0,162.05563528081984
2017-08-30,9859.5,9909.450195,9850.799805,9884.400391,9884.400391,157800.0,55.40699716022753,28.647258467347246,28.31757718955775,0.5158666666547891,12759.90521200819,24.36350659099877,0.0,0.0,-22.453545355886423
2017-08-31,9905.700195,9925.099609,9856.950195,9917.900391,9917.900391,327700.0,55.40699716022753,28.647258467347246,28.31757718955775,0.5158666666547891,12759.90521200819,24.36350659099877,0.0,0.0,-9.197608372806755
2017-09-01,9937.650391,9983.450195,9909.849609,9974.400391,9974.400391,157800.0,55.40699716022753,28.647258467347246,28.31757718955775,0.5158666666547891,12759.90521200819,24.36350659099877,0.0,0.0,5259.919640515165
2017-09-02,9953.150391,9985.100260333333,9893.566406,9953.883463666669,9953.883463666669,154800.0,55.40699716022753,28.647258467347246,28.31757718955775,0.5158666666547891,12759.90521200819,24.36350659099877,0.0,0.0,950.4061575429703
2017-09-03,9968.650391,9986.750325666666,9877.283203,9933.366536333331,9933.366536333331,151800.0,55.40699716022753,28.647258467347246,28.31757718955775,0.5158666666547891,12759.90521200819,24.36350659099877,0.0,0.0,2109.174617144268
2017-09-04,9984.150391,9988.400391,9861.0,9912.849609,9912.849609,148800.0,55.40699716022753,28.647258467347246,28.31757718955775,0.5158666666547891,12759.90521200819,24.36350659099877,0.0,0.0,190.08835070723947
2017-09-05,9933.25,9963.099609,9901.049805,9952.200195,9952.200195,139200.0,55.40699716022753,28.647258467347246,28.31757718955775,0.5158666666547891,12759.90521200819,24.36350659099877,0.0,0.0,201.53915168847493
2017-09-06,9899.25,9931.549805,9882.549805,9916.200195,9916.200195,149200.0,55.40699716022753,28.647258467347246,28.31757718955775,0.5158666666547891,12759.90521200819,24.36350659099877,0.0,0.0,5843.868149931615
2017-09-07,9945.849609,9964.849609,9917.200195,9929.900391,9929.900391,188800.0,55.40699716022753,28.647258467347246,28.31757718955775,0.5158666666547891,12759.90521200819,24.36350659099877,0.0,0.0,-155.3062943889672
